Logger, Apis_admin:         	Automatically truncated logfile to 1048576, MadelineProto 8.0.0-beta199
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001066157778...
FeedLoop, Apis_admin:       	Resumed update feed loop channel -1001066157778
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateEditChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateEditChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateDeleteChannelMessages
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001868118454...
FeedLoop, Apis_admin:       	Resumed update feed loop channel -1001868118454
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateNewChannelMessage
UpdateHandler, Apis_admin:  	Saving update of type updateEditChannelMessage
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
FeedLoop, Apis_admin:       	Getdiff fed me message of type message in update feed loop channel -1001529177696...
